poly 51 || [(1, 1), (0, 0), (1, 3)] || area : -2.000000 ||[6, 0, 16] 
poly 52 || [(1, 1), (0, 0), (2, 3)] || area : -1.000000 ||[6, 0, 17] 
poly 53 || [(0, 0), (2, 1), (3, 1)] || area : -0.500000 ||[0, 7, 8] 
poly 54 || [(0, 0), (0, 2), (2, 1)] || area : -2.000000 ||[0, 10, 7] 
poly 55 || [(0, 0), (1, 2), (2, 1)] || area : -1.500000 ||[0, 11, 7] 
poly 56 || [(0, 0), (2, 2), (2, 1)] || area : -1.000000 ||[0, 12, 7] 
poly 57 || [(0, 0), (3, 2), (2, 1)] || area : -0.500000 ||[0, 13, 7] 
poly 58 || [(2, 1), (0, 0), (0, 3)] || area : -6.000000 ||[7, 0, 15] 
poly 59 || [(2, 1), (0, 0), (1, 3)] || area : -5.000000 ||[7, 0, 16] 
poly 60 || [(2, 1), (0, 0), (2, 3)] || area : -4.000000 ||[7, 0, 17] 
poly 61 || [(2, 1), (0, 0), (3, 3)] || area : -3.000000 ||[7, 0, 18] 
poly 62 || [(0, 0), (0, 2), (3, 1)] || area : -3.000000 ||[0, 10, 8] 
poly 63 || [(0, 0), (1, 2), (3, 1)] || area : -2.500000 ||[0, 11, 8] 
poly 64 || [(0, 0), (2, 2), (3, 1)] || area : -2.000000 ||[0, 12, 8] 
poly 65 || [(0, 0), (3, 2), (3, 1)] || area : -1.500000 ||[0, 13, 8] 
poly 66 || [(3, 1), (0, 0), (0, 3)] || area : -9.000000 ||[8, 0, 15] 
poly 67 || [(3, 1), (0, 0), (1, 3)] || area : -8.000000 ||[8, 0, 16] 
poly 68 || [(3, 1), (0, 0), (2, 3)] || area : -7.000000 ||[8, 0, 17] 
poly 69 || [(3, 1), (0, 0), (3, 3)] || area : -6.000000 ||[8, 0, 18] 
poly 70 || [(0, 0), (0, 2), (1, 2)] || area : -1.000000 ||[0, 10, 11] 
poly 71 || [(0, 0), (0, 2), (2, 2)] || area : -2.000000 ||[0, 10, 12] 
poly 72 || [(0, 0), (0, 2), (3, 2)] || area : -3.000000 ||[0, 10, 13] 
poly 73 || [(0, 0), (0, 2), (1, 3)] || area : -1.000000 ||[0, 10, 16] 
poly 74 || [(0, 0), (0, 2), (2, 3)] || area : -2.000000 ||[0, 10, 17] 
poly 75 || [(0, 0), (0, 2), (3, 3)] || area : -3.000000 ||[0, 10, 18] 
poly 76 || [(0, 0), (1, 2), (2, 2)] || area : -1.000000 ||[0, 11, 12] 
poly 77 || [(0, 0), (1, 2), (3, 2)] || area : -2.000000 ||[0, 11, 13] 
poly 78 || [(0, 0), (0, 3), (1, 2)] || area : -1.500000 ||[0, 15, 11] 
poly 79 || [(0, 0), (1, 3), (1, 2)] || area : -0.500000 ||[0, 16, 11] 
poly 80 || [(0, 0), (1, 2), (2, 3)] || area : -0.500000 ||[0, 11, 17] 
poly 81 || [(0, 0), (1, 2), (3, 3)] || area : -1.500000 ||[0, 11, 18] 
poly 82 || [(0, 0), (2, 2), (3, 2)] || area : -1.000000 ||[0, 12, 13] 
poly 83 || [(0, 0), (0, 3), (2, 2)] || area : -3.000000 ||[0, 15, 12] 
poly 84 || [(0, 0), (1, 3), (2, 2)] || area : -2.000000 ||[0, 16, 12] 
poly 85 || [(0, 0), (2, 3), (2, 2)] || area : -1.000000 ||[0, 17, 12] 
poly 86 || [(0, 0), (0, 3), (3, 2)] || area : -4.500000 ||[0, 15, 13] 
poly 87 || [(0, 0), (1, 3), (3, 2)] || area : -3.500000 ||[0, 16, 13] 
poly 88 || [(0, 0), (2, 3), (3, 2)] || area : -2.500000 ||[0, 17, 13] 
poly 89 || [(0, 0), (3, 3), (3, 2)] || area : -1.500000 ||[0, 18, 13] 
poly 90 || [(0, 0), (0, 3), (1, 3)] || area : -1.500000 ||[0, 15, 16] 
poly 91 || [(0, 0), (0, 3), (2, 3)] || area : -3.000000 ||[0, 15, 17] 
poly 92 || [(0, 0), (0, 3), (3, 3)] || area : -4.500000 ||[0, 15, 18] 
poly 93 || [(0, 0), (1, 3), (2, 3)] || area : -1.500000 ||[0, 16, 17] 
poly 94 || [(0, 0), (1, 3), (3, 3)] || area : -3.000000 ||[0, 16, 18] 
poly 95 || [(0, 0), (2, 3), (3, 3)] || area : -1.500000 ||[0, 17, 18] 
poly 96 || [(2, 0), (1, 0), (0, 0), (0, 1)] || area : -2.000000 ||[2, 1, 0, 5] 
poly 97 || [(2, 0), (1, 0), (0, 0), (1, 1)] || area : -2.000000 ||[2, 1, 0, 6] 
poly 98 || [(2, 0), (1, 0), (0, 0), (2, 1)] || area : -2.000000 ||[2, 1, 0, 7] 
poly 99 || [(2, 0), (1, 0), (0, 0), (3, 1)] || area : -2.000000 ||[2, 1, 0, 8] 
poly 100 || [(2, 0), (1, 0), (0, 0), (0, 2)] || area : -4.000000 ||[2, 1, 0, 10] 
poly 101 || [(2, 0), (1, 0), (0, 0), (1, 2)] || area : -4.000000 ||[2, 1, 0, 11] 
poly 102 || [(2, 0), (1, 0), (0, 0), (2, 2)] || area : -4.000000 ||[2, 1, 0, 12] 
poly 103 || [(2, 0), (1, 0), (0, 0), (3, 2)] || area : -4.000000 ||[2, 1, 0, 13] 
poly 104 || [(2, 0), (1, 0), (0, 0), (0, 3)] || area : -6.000000 ||[2, 1, 0, 15] 
poly 105 || [(2, 0), (1, 0), (0, 0), (1, 3)] || area : -6.000000 ||[2, 1, 0, 16] 
poly 106 || [(2, 0), (1, 0), (0, 0), (2, 3)] || area : -6.000000 ||[2, 1, 0, 17] 
poly 107 || [(2, 0), (1, 0), (0, 0), (3, 3)] || area : -6.000000 ||[2, 1, 0, 18] 
poly 108 || [(3, 0), (1, 0), (0, 0), (0, 1)] || area : -3.000000 ||[3, 1, 0, 5] 
poly 109 || [(3, 0), (1, 0), (0, 0), (1, 1)] || area : -3.000000 ||[3, 1, 0, 6] 
poly 110 || [(3, 0), (1, 0), (0, 0), (2, 1)] || area : -3.000000 ||[3, 1, 0, 7] 
poly 111 || [(3, 0), (1, 0), (0, 0), (3, 1)] || area : -3.000000 ||[3, 1, 0, 8] 
poly 112 || [(3, 0), (1, 0), (0, 0), (0, 2)] || area : -6.000000 ||[3, 1, 0, 10] 
poly 113 || [(3, 0), (1, 0), (0, 0), (1, 2)] || area : -6.000000 ||[3, 1, 0, 11] 
poly 114 || [(3, 0), (1, 0), (0, 0), (2, 2)] || area : -6.000000 ||[3, 1, 0, 12] 
poly 115 || [(3, 0), (1, 0), (0, 0), (3, 2)] || area : -6.000000 ||[3, 1, 0, 13] 
poly 116 || [(3, 0), (1, 0), (0, 0), (0, 3)] || area : -9.000000 ||[3, 1, 0, 15] 
poly 117 || [(3, 0), (1, 0), (0, 0), (1, 3)] || area : -9.000000 ||[3, 1, 0, 16] 
poly 118 || [(3, 0), (1, 0), (0, 0), (2, 3)] || area : -9.000000 ||[3, 1, 0, 17] 
poly 119 || [(3, 0), (1, 0), (0, 0), (3, 3)] || area : -9.000000 ||[3, 1, 0, 18] 
poly 120 || [(1, 0), (0, 0), (0, 1), (1, 1)] || area : -1.500000 ||[1, 0, 5, 6] 
poly 121 || [(1, 0), (0, 0), (0, 1), (2, 1)] || area : -2.000000 ||[1, 0, 5, 7] 
poly 122 || [(1, 0), (0, 0), (0, 1), (3, 1)] || area : -2.500000 ||[1, 0, 5, 8] 
poly 123 || [(1, 0), (0, 0), (0, 1), (0, 2)] || area : -2.000000 ||[1, 0, 5, 10] 
poly 124 || [(1, 0), (0, 0), (0, 1), (1, 2)] || area : -2.500000 ||[1, 0, 5, 11] 
poly 125 || [(1, 0), (0, 0), (0, 1), (2, 2)] || area : -3.000000 ||[1, 0, 5, 12] 
poly 126 || [(1, 0), (0, 0), (0, 1), (3, 2)] || area : -3.500000 ||[1, 0, 5, 13] 
poly 127 || [(1, 0), (0, 0), (0, 1), (0, 3)] || area : -3.000000 ||[1, 0, 5, 15] 
poly 128 || [(1, 0), (0, 0), (0, 1), (1, 3)] || area : -3.500000 ||[1, 0, 5, 16] 
poly 129 || [(1, 0), (0, 0), (0, 1), (2, 3)] || area : -4.000000 ||[1, 0, 5, 17] 
poly 130 || [(1, 0), (0, 0), (0, 1), (3, 3)] || area : -4.500000 ||[1, 0, 5, 18] 
poly 131 || [(1, 0), (0, 0), (1, 1), (2, 1)] || area : -1.500000 ||[1, 0, 6, 7] 
poly 132 || [(1, 0), (0, 0), (1, 1), (3, 1)] || area : -2.000000 ||[1, 0, 6, 8] 
poly 133 || [(1, 0), (0, 0), (0, 2), (1, 1)] || area : -2.000000 ||[1, 0, 10, 6] 
poly 134 || [(1, 0), (0, 0), (1, 2), (1, 1)] || area : -1.500000 ||[1, 0, 11, 6] 
poly 135 || [(1, 0), (0, 0), (1, 1), (2, 2)] || area : -2.000000 ||[1, 0, 6, 12] 
poly 136 || [(1, 0), (0, 0), (1, 1), (3, 2)] || area : -2.500000 ||[1, 0, 6, 13] 
poly 137 || [(1, 0), (0, 0), (0, 3), (1, 1)] || area : -2.500000 ||[1, 0, 15, 6] 
poly 138 || [(1, 0), (0, 0), (1, 3), (1, 1)] || area : -2.000000 ||[1, 0, 16, 6] 
poly 139 || [(1, 0), (0, 0), (2, 3), (1, 1)] || area : -1.500000 ||[1, 0, 17, 6] 
poly 140 || [(1, 0), (0, 0), (1, 1), (3, 3)] || area : -3.000000 ||[1, 0, 6, 18] 
poly 141 || [(1, 0), (0, 0), (2, 1), (3, 1)] || area : -1.500000 ||[1, 0, 7, 8] 
poly 142 || [(1, 0), (0, 0), (0, 2), (2, 1)] || area : -3.000000 ||[1, 0, 10, 7] 
poly 143 || [(1, 0), (0, 0), (1, 2), (2, 1)] || area : -2.500000 ||[1, 0, 11, 7] 
poly 144 || [(1, 0), (0, 0), (2, 2), (2, 1)] || area : -2.000000 ||[1, 0, 12, 7] 
poly 145 || [(1, 0), (0, 0), (3, 2), (2, 1)] || area : -1.500000 ||[1, 0, 13, 7] 
poly 146 || [(1, 0), (0, 0), (0, 3), (2, 1)] || area : -4.000000 ||[1, 0, 15, 7] 
poly 147 || [(1, 0), (0, 0), (1, 3), (2, 1)] || area : -3.500000 ||[1, 0, 16, 7] 
poly 148 || [(1, 0), (0, 0), (2, 3), (2, 1)] || area : -3.000000 ||[1, 0, 17, 7] 
poly 149 || [(1, 0), (0, 0), (3, 3), (2, 1)] || area : -2.500000 ||[1, 0, 18, 7] 
poly 150 || [(1, 0), (0, 0), (0, 2), (3, 1)] || area : -4.000000 ||[1, 0, 10, 8] 
poly 151 || [(1, 0), (0, 0), (1, 2), (3, 1)] || area : -3.500000 ||[1, 0, 11, 8] 
poly 152 || [(1, 0), (0, 0), (2, 2), (3, 1)] || area : -3.000000 ||[1, 0, 12, 8] 
poly 153 || [(1, 0), (0, 0), (3, 2), (3, 1)] || area : -2.500000 ||[1, 0, 13, 8] 
poly 154 || [(1, 0), (0, 0), (0, 3), (3, 1)] || area : -5.500000 ||[1, 0, 15, 8] 
poly 155 || [(1, 0), (0, 0), (1, 3), (3, 1)] || area : -5.000000 ||[1, 0, 16, 8] 
poly 156 || [(1, 0), (0, 0), (2, 3), (3, 1)] || area : -4.500000 ||[1, 0, 17, 8] 
poly 157 || [(1, 0), (0, 0), (3, 3), (3, 1)] || area : -4.000000 ||[1, 0, 18, 8] 
poly 158 || [(1, 0), (0, 0), (0, 2), (1, 2)] || area : -3.000000 ||[1, 0, 10, 11] 
poly 159 || [(1, 0), (0, 0), (0, 2), (2, 2)] || area : -4.000000 ||[1, 0, 10, 12] 
poly 160 || [(1, 0), (0, 0), (0, 2), (3, 2)] || area : -5.000000 ||[1, 0, 10, 13] 
poly 161 || [(1, 0), (0, 0), (0, 2), (0, 3)] || area : -3.000000 ||[1, 0, 10, 15] 
poly 162 || [(1, 0), (0, 0), (0, 2), (1, 3)] || area : -4.000000 ||[1, 0, 10, 16] 
poly 163 || [(1, 0), (0, 0), (0, 2), (2, 3)] || area : -5.000000 ||[1, 0, 10, 17] 
poly 164 || [(1, 0), (0, 0), (0, 2), (3, 3)] || area : -6.000000 ||[1, 0, 10, 18] 
poly 165 || [(1, 0), (0, 0), (1, 2), (2, 2)] || area : -3.000000 ||[1, 0, 11, 12] 
poly 166 || [(1, 0), (0, 0), (1, 2), (3, 2)] || area : -4.000000 ||[1, 0, 11, 13] 
poly 167 || [(1, 0), (0, 0), (0, 3), (1, 2)] || area : -3.500000 ||[1, 0, 15, 11] 
poly 168 || [(1, 0), (0, 0), (1, 3), (1, 2)] || area : -2.500000 ||[1, 0, 16, 11] 
poly 169 || [(1, 0), (0, 0), (1, 2), (2, 3)] || area : -3.500000 ||[1, 0, 11, 17] 
poly 170 || [(1, 0), (0, 0), (1, 2), (3, 3)] || area : -4.500000 ||[1, 0, 11, 18] 
poly 171 || [(1, 0), (0, 0), (2, 2), (3, 2)] || area : -3.000000 ||[1, 0, 12, 13] 
poly 172 || [(1, 0), (0, 0), (0, 3), (2, 2)] || area : -5.000000 ||[1, 0, 15, 12] 
poly 173 || [(1, 0), (0, 0), (1, 3), (2, 2)] || area : -4.000000 ||[1, 0, 16, 12] 
poly 174 || [(1, 0), (0, 0), (2, 3), (2, 2)] || area : -3.000000 ||[1, 0, 17, 12] 
poly 175 || [(1, 0), (0, 0), (2, 2), (3, 3)] || area : -3.000000 ||[1, 0, 12, 18] 
poly 176 || [(1, 0), (0, 0), (0, 3), (3, 2)] || area : -6.500000 ||[1, 0, 15, 13] 
poly 177 || [(1, 0), (0, 0), (1, 3), (3, 2)] || area : -5.500000 ||[1, 0, 16, 13] 
poly 178 || [(1, 0), (0, 0), (2, 3), (3, 2)] || area : -4.500000 ||[1, 0, 17, 13] 
poly 179 || [(1, 0), (0, 0), (3, 3), (3, 2)] || area : -3.500000 ||[1, 0, 18, 13] 
poly 180 || [(1, 0), (0, 0), (0, 3), (1, 3)] || area : -4.500000 ||[1, 0, 15, 16] 
poly 181 || [(1, 0), (0, 0), (0, 3), (2, 3)] || area : -6.000000 ||[1, 0, 15, 17] 
poly 182 || [(1, 0), (0, 0), (0, 3), (3, 3)] || area : -7.500000 ||[1, 0, 15, 18] 
poly 183 || [(1, 0), (0, 0), (1, 3), (2, 3)] || area : -4.500000 ||[1, 0, 16, 17] 
poly 184 || [(1, 0), (0, 0), (1, 3), (3, 3)] || area : -6.000000 ||[1, 0, 16, 18] 
poly 185 || [(1, 0), (0, 0), (2, 3), (3, 3)] || area : -4.500000 ||[1, 0, 17, 18] 
poly 186 || [(3, 0), (2, 0), (0, 0), (0, 1)] || area : -3.000000 ||[3, 2, 0, 5] 
poly 187 || [(3, 0), (2, 0), (0, 0), (1, 1)] || area : -3.000000 ||[3, 2, 0, 6] 
poly 188 || [(3, 0), (2, 0), (0, 0), (2, 1)] || area : -3.000000 ||[3, 2, 0, 7] 
poly 189 || [(3, 0), (2, 0), (0, 0), (3, 1)] || area : -3.000000 ||[3, 2, 0, 8] 
poly 190 || [(3, 0), (2, 0), (0, 0), (0, 2)] || area : -6.000000 ||[3, 2, 0, 10] 
poly 191 || [(3, 0), (2, 0), (0, 0), (1, 2)] || area : -6.000000 ||[3, 2, 0, 11] 
poly 192 || [(3, 0), (2, 0), (0, 0), (2, 2)] || area : -6.000000 ||[3, 2, 0, 12] 
poly 193 || [(3, 0), (2, 0), (0, 0), (3, 2)] || area : -6.000000 ||[3, 2, 0, 13] 
poly 194 || [(3, 0), (2, 0), (0, 0), (0, 3)] || area : -9.000000 ||[3, 2, 0, 15] 
poly 195 || [(3, 0), (2, 0), (0, 0), (1, 3)] || area : -9.000000 ||[3, 2, 0, 16] 
poly 196 || [(3, 0), (2, 0), (0, 0), (2, 3)] || area : -9.000000 ||[3, 2, 0, 17] 
poly 197 || [(3, 0), (2, 0), (0, 0), (3, 3)] || area : -9.000000 ||[3, 2, 0, 18] 
poly 198 || [(2, 0), (0, 0), (0, 1), (1, 1)] || area : -2.500000 ||[2, 0, 5, 6] 
poly 199 || [(2, 0), (0, 0), (0, 1), (2, 1)] || area : -3.000000 ||[2, 0, 5, 7] 
poly 200 || [(2, 0), (0, 0), (0, 1), (3, 1)] || area : -3.500000 ||[2, 0, 5, 8] 
poly 201 || [(2, 0), (0, 0), (0, 1), (0, 2)] || area : -4.000000 ||[2, 0, 5, 10] 
poly 202 || [(2, 0), (0, 0), (0, 1), (1, 2)] || area : -4.500000 ||[2, 0, 5, 11] 
poly 203 || [(2, 0), (0, 0), (0, 1), (2, 2)] || area : -5.000000 ||[2, 0, 5, 12] 
poly 204 || [(2, 0), (0, 0), (0, 1), (3, 2)] || area : -5.500000 ||[2, 0, 5, 13] 
poly 205 || [(2, 0), (0, 0), (0, 1), (0, 3)] || area : -6.000000 ||[2, 0, 5, 15] 
poly 206 || [(2, 0), (0, 0), (0, 1), (1, 3)] || area : -6.500000 ||[2, 0, 5, 16] 
poly 207 || [(2, 0), (0, 0), (0, 1), (2, 3)] || area : -7.000000 ||[2, 0, 5, 17] 
poly 208 || [(2, 0), (0, 0), (0, 1), (3, 3)] || area : -7.500000 ||[2, 0, 5, 18] 
poly 209 || [(2, 0), (0, 0), (1, 1), (2, 1)] || area : -2.500000 ||[2, 0, 6, 7] 
poly 210 || [(2, 0), (0, 0), (1, 1), (3, 1)] || area : -3.000000 ||[2, 0, 6, 8] 
poly 211 || [(2, 0), (0, 0), (0, 2), (1, 1)] || area : -3.000000 ||[2, 0, 10, 6] 
poly 212 || [(2, 0), (0, 0), (1, 1), (1, 2)] || area : -3.500000 ||[2, 0, 6, 11] 
poly 213 || [(2, 0), (0, 0), (1, 1), (2, 2)] || area : -4.000000 ||[2, 0, 6, 12] 
poly 214 || [(2, 0), (0, 0), (1, 1), (3, 2)] || area : -4.500000 ||[2, 0, 6, 13] 
poly 215 || [(2, 0), (0, 0), (0, 3), (1, 1)] || area : -3.500000 ||[2, 0, 15, 6] 
poly 216 || [(2, 0), (0, 0), (1, 3), (1, 1)] || area : -3.000000 ||[2, 0, 16, 6] 
poly 217 || [(2, 0), (0, 0), (1, 1), (2, 3)] || area : -5.500000 ||[2, 0, 6, 17] 
poly 218 || [(2, 0), (0, 0), (1, 1), (3, 3)] || area : -6.000000 ||[2, 0, 6, 18] 
poly 219 || [(2, 0), (0, 0), (2, 1), (3, 1)] || area : -2.500000 ||[2, 0, 7, 8] 
poly 220 || [(2, 0), (0, 0), (0, 2), (2, 1)] || area : -4.000000 ||[2, 0, 10, 7] 
poly 221 || [(2, 0), (0, 0), (1, 2), (2, 1)] || area : -3.500000 ||[2, 0, 11, 7] 
poly 222 || [(2, 0), (0, 0), (2, 2), (2, 1)] || area : -3.000000 ||[2, 0, 12, 7] 
poly 223 || [(2, 0), (0, 0), (2, 1), (3, 2)] || area : -3.500000 ||[2, 0, 7, 13] 
poly 224 || [(2, 0), (0, 0), (0, 3), (2, 1)] || area : -5.000000 ||[2, 0, 15, 7] 
poly 225 || [(2, 0), (0, 0), (1, 3), (2, 1)] || area : -4.500000 ||[2, 0, 16, 7] 
poly 226 || [(2, 0), (0, 0), (2, 3), (2, 1)] || area : -4.000000 ||[2, 0, 17, 7] 
poly 227 || [(2, 0), (0, 0), (3, 3), (2, 1)] || area : -3.500000 ||[2, 0, 18, 7] 
poly 228 || [(2, 0), (0, 0), (0, 2), (3, 1)] || area : -5.000000 ||[2, 0, 10, 8] 
poly 229 || [(2, 0), (0, 0), (1, 2), (3, 1)] || area : -4.500000 ||[2, 0, 11, 8] 
poly 230 || [(2, 0), (0, 0), (2, 2), (3, 1)] || area : -4.000000 ||[2, 0, 12, 8] 
poly 231 || [(2, 0), (0, 0), (3, 2), (3, 1)] || area : -3.500000 ||[2, 0, 13, 8] 
poly 232 || [(2, 0), (0, 0), (0, 3), (3, 1)] || area : -6.500000 ||[2, 0, 15, 8] 
poly 233 || [(2, 0), (0, 0), (1, 3), (3, 1)] || area : -6.000000 ||[2, 0, 16, 8] 
poly 234 || [(2, 0), (0, 0), (2, 3), (3, 1)] || area : -5.500000 ||[2, 0, 17, 8] 
poly 235 || [(2, 0), (0, 0), (3, 3), (3, 1)] || area : -5.000000 ||[2, 0, 18, 8] 
poly 236 || [(2, 0), (0, 0), (0, 2), (1, 2)] || area : -5.000000 ||[2, 0, 10, 11] 
poly 237 || [(2, 0), (0, 0), (0, 2), (2, 2)] || area : -6.000000 ||[2, 0, 10, 12] 
poly 238 || [(2, 0), (0, 0), (0, 2), (3, 2)] || area : -7.000000 ||[2, 0, 10, 13] 
poly 239 || [(2, 0), (0, 0), (0, 2), (0, 3)] || area : -6.000000 ||[2, 0, 10, 15] 
poly 240 || [(2, 0), (0, 0), (0, 2), (1, 3)] || area : -7.000000 ||[2, 0, 10, 16] 
poly 241 || [(2, 0), (0, 0), (0, 2), (2, 3)] || area : -8.000000 ||[2, 0, 10, 17] 
poly 242 || [(2, 0), (0, 0), (0, 2), (3, 3)] || area : -9.000000 ||[2, 0, 10, 18] 
poly 243 || [(2, 0), (0, 0), (1, 2), (1, 1)] || area : -2.500000 ||[2, 0, 11, 6] 
poly 244 || [(2, 0), (0, 0), (1, 2), (2, 2)] || area : -5.000000 ||[2, 0, 11, 12] 
poly 245 || [(2, 0), (0, 0), (1, 2), (3, 2)] || area : -6.000000 ||[2, 0, 11, 13] 
poly 246 || [(2, 0), (0, 0), (0, 3), (1, 2)] || area : -5.500000 ||[2, 0, 15, 11] 
poly 247 || [(2, 0), (0, 0), (1, 2), (1, 3)] || area : -5.500000 ||[2, 0, 11, 16] 
poly 248 || [(2, 0), (0, 0), (1, 2), (2, 3)] || area : -6.500000 ||[2, 0, 11, 17] 
poly 249 || [(2, 0), (0, 0), (1, 2), (3, 3)] || area : -7.500000 ||[2, 0, 11, 18] 
poly 250 || [(2, 0), (0, 0), (2, 2), (3, 2)] || area : -5.000000 ||[2, 0, 12, 13] 
poly 251 || [(2, 0), (0, 0), (0, 3), (2, 2)] || area : -7.000000 ||[2, 0, 15, 12] 
poly 252 || [(2, 0), (0, 0), (1, 3), (2, 2)] || area : -6.000000 ||[2, 0, 16, 12] 
poly 253 || [(2, 0), (0, 0), (2, 3), (2, 2)] || area : -5.000000 ||[2, 0, 17, 12] 
poly 254 || [(2, 0), (0, 0), (2, 2), (3, 3)] || area : -6.000000 ||[2, 0, 12, 18] 
poly 255 || [(2, 0), (0, 0), (3, 2), (2, 1)] || area : -2.500000 ||[2, 0, 13, 7] 
poly 256 || [(2, 0), (0, 0), (0, 3), (3, 2)] || area : -8.500000 ||[2, 0, 15, 13] 
poly 257 || [(2, 0), (0, 0), (1, 3), (3, 2)] || area : -7.500000 ||[2, 0, 16, 13] 
poly 258 || [(2, 0), (0, 0), (2, 3), (3, 2)] || area : -6.500000 ||[2, 0, 17, 13] 
poly 259 || [(2, 0), (0, 0), (3, 3), (3, 2)] || area : -5.500000 ||[2, 0, 18, 13] 
