poly 21 || [(2, 0), (0, 0), (1, 3)] || area : -6.000000 ||[2, 0, 13] 
poly 22 || [(2, 0), (0, 0), (2, 3)] || area : -6.000000 ||[2, 0, 14] 
poly 23 || [(2, 0), (0, 0), (3, 3)] || area : -6.000000 ||[2, 0, 15] 
poly 24 || [(3, 0), (0, 0), (0, 1)] || area : -3.000000 ||[3, 0, 4] 
poly 25 || [(3, 0), (0, 0), (1, 1)] || area : -3.000000 ||[3, 0, 5] 
poly 26 || [(3, 0), (0, 0), (2, 1)] || area : -3.000000 ||[3, 0, 6] 
poly 27 || [(3, 0), (0, 0), (3, 1)] || area : -3.000000 ||[3, 0, 7] 
poly 28 || [(3, 0), (0, 0), (0, 2)] || area : -6.000000 ||[3, 0, 8] 
poly 29 || [(3, 0), (0, 0), (1, 2)] || area : -6.000000 ||[3, 0, 9] 
poly 30 || [(3, 0), (0, 0), (2, 2)] || area : -6.000000 ||[3, 0, 10] 
poly 31 || [(3, 0), (0, 0), (3, 2)] || area : -6.000000 ||[3, 0, 11] 
poly 32 || [(3, 0), (0, 0), (0, 3)] || area : -9.000000 ||[3, 0, 12] 
poly 33 || [(3, 0), (0, 0), (1, 3)] || area : -9.000000 ||[3, 0, 13] 
poly 34 || [(3, 0), (0, 0), (2, 3)] || area : -9.000000 ||[3, 0, 14] 
poly 35 || [(3, 0), (0, 0), (3, 3)] || area : -9.000000 ||[3, 0, 15] 
poly 36 || [(0, 0), (0, 1), (1, 1)] || area : -0.500000 ||[0, 4, 5] 
poly 37 || [(0, 0), (0, 1), (2, 1)] || area : -1.000000 ||[0, 4, 6] 
poly 38 || [(0, 0), (0, 1), (3, 1)] || area : -1.500000 ||[0, 4, 7] 
poly 39 || [(0, 0), (0, 1), (1, 2)] || area : -0.500000 ||[0, 4, 9] 
poly 40 || [(0, 0), (0, 1), (2, 2)] || area : -1.000000 ||[0, 4, 10] 
poly 41 || [(0, 0), (0, 1), (3, 2)] || area : -1.500000 ||[0, 4, 11] 
poly 42 || [(0, 0), (0, 1), (1, 3)] || area : -0.500000 ||[0, 4, 13] 
poly 43 || [(0, 0), (0, 1), (2, 3)] || area : -1.000000 ||[0, 4, 14] 
poly 44 || [(0, 0), (0, 1), (3, 3)] || area : -1.500000 ||[0, 4, 15] 
poly 45 || [(0, 0), (1, 1), (2, 1)] || area : -0.500000 ||[0, 5, 6] 
poly 46 || [(0, 0), (1, 1), (3, 1)] || area : -1.000000 ||[0, 5, 7] 
poly 47 || [(0, 0), (0, 2), (1, 1)] || area : -1.000000 ||[0, 8, 5] 
poly 48 || [(0, 0), (1, 2), (1, 1)] || area : -0.500000 ||[0, 9, 5] 
poly 49 || [(0, 0), (1, 1), (3, 2)] || area : -0.500000 ||[0, 5, 11] 
poly 50 || [(1, 1), (0, 0), (0, 3)] || area : -3.000000 ||[5, 0, 12] 
poly 51 || [(1, 1), (0, 0), (1, 3)] || area : -2.000000 ||[5, 0, 13] 
poly 52 || [(1, 1), (0, 0), (2, 3)] || area : -1.000000 ||[5, 0, 14] 
poly 53 || [(0, 0), (2, 1), (3, 1)] || area : -0.500000 ||[0, 6, 7] 
poly 54 || [(0, 0), (0, 2), (2, 1)] || area : -2.000000 ||[0, 8, 6] 
poly 55 || [(0, 0), (1, 2), (2, 1)] || area : -1.500000 ||[0, 9, 6] 
poly 56 || [(0, 0), (2, 2), (2, 1)] || area : -1.000000 ||[0, 10, 6] 
poly 57 || [(0, 0), (3, 2), (2, 1)] || area : -0.500000 ||[0, 11, 6] 
poly 58 || [(2, 1), (0, 0), (0, 3)] || area : -6.000000 ||[6, 0, 12] 
poly 59 || [(2, 1), (0, 0), (1, 3)] || area : -5.000000 ||[6, 0, 13] 
poly 60 || [(2, 1), (0, 0), (2, 3)] || area : -4.000000 ||[6, 0, 14] 
poly 61 || [(2, 1), (0, 0), (3, 3)] || area : -3.000000 ||[6, 0, 15] 
poly 62 || [(0, 0), (0, 2), (3, 1)] || area : -3.000000 ||[0, 8, 7] 
poly 63 || [(0, 0), (1, 2), (3, 1)] || area : -2.500000 ||[0, 9, 7] 
poly 64 || [(0, 0), (2, 2), (3, 1)] || area : -2.000000 ||[0, 10, 7] 
poly 65 || [(0, 0), (3, 2), (3, 1)] || area : -1.500000 ||[0, 11, 7] 
poly 66 || [(3, 1), (0, 0), (0, 3)] || area : -9.000000 ||[7, 0, 12] 
poly 67 || [(3, 1), (0, 0), (1, 3)] || area : -8.000000 ||[7, 0, 13] 
poly 68 || [(3, 1), (0, 0), (2, 3)] || area : -7.000000 ||[7, 0, 14] 
poly 69 || [(3, 1), (0, 0), (3, 3)] || area : -6.000000 ||[7, 0, 15] 
poly 70 || [(0, 0), (0, 2), (1, 2)] || area : -1.000000 ||[0, 8, 9] 
poly 71 || [(0, 0), (0, 2), (2, 2)] || area : -2.000000 ||[0, 8, 10] 
poly 72 || [(0, 0), (0, 2), (3, 2)] || area : -3.000000 ||[0, 8, 11] 
poly 73 || [(0, 0), (0, 2), (1, 3)] || area : -1.000000 ||[0, 8, 13] 
poly 74 || [(0, 0), (0, 2), (2, 3)] || area : -2.000000 ||[0, 8, 14] 
poly 75 || [(0, 0), (0, 2), (3, 3)] || area : -3.000000 ||[0, 8, 15] 
poly 76 || [(0, 0), (1, 2), (2, 2)] || area : -1.000000 ||[0, 9, 10] 
poly 77 || [(0, 0), (1, 2), (3, 2)] || area : -2.000000 ||[0, 9, 11] 
poly 78 || [(0, 0), (0, 3), (1, 2)] || area : -1.500000 ||[0, 12, 9] 
poly 79 || [(0, 0), (1, 3), (1, 2)] || area : -0.500000 ||[0, 13, 9] 
poly 80 || [(0, 0), (1, 2), (2, 3)] || area : -0.500000 ||[0, 9, 14] 
poly 81 || [(0, 0), (1, 2), (3, 3)] || area : -1.500000 ||[0, 9, 15] 
poly 82 || [(0, 0), (2, 2), (3, 2)] || area : -1.000000 ||[0, 10, 11] 
poly 83 || [(0, 0), (0, 3), (2, 2)] || area : -3.000000 ||[0, 12, 10] 
poly 84 || [(0, 0), (1, 3), (2, 2)] || area : -2.000000 ||[0, 13, 10] 
poly 85 || [(0, 0), (2, 3), (2, 2)] || area : -1.000000 ||[0, 14, 10] 
poly 86 || [(0, 0), (0, 3), (3, 2)] || area : -4.500000 ||[0, 12, 11] 
poly 87 || [(0, 0), (1, 3), (3, 2)] || area : -3.500000 ||[0, 13, 11] 
poly 88 || [(0, 0), (2, 3), (3, 2)] || area : -2.500000 ||[0, 14, 11] 
poly 89 || [(0, 0), (3, 3), (3, 2)] || area : -1.500000 ||[0, 15, 11] 
poly 90 || [(0, 0), (0, 3), (1, 3)] || area : -1.500000 ||[0, 12, 13] 
poly 91 || [(0, 0), (0, 3), (2, 3)] || area : -3.000000 ||[0, 12, 14] 
poly 92 || [(0, 0), (0, 3), (3, 3)] || area : -4.500000 ||[0, 12, 15] 
poly 93 || [(0, 0), (1, 3), (2, 3)] || area : -1.500000 ||[0, 13, 14] 
poly 94 || [(0, 0), (1, 3), (3, 3)] || area : -3.000000 ||[0, 13, 15] 
poly 95 || [(0, 0), (2, 3), (3, 3)] || area : -1.500000 ||[0, 14, 15] 
poly 96 || [(2, 0), (1, 0), (0, 0), (0, 1)] || area : -2.000000 ||[2, 1, 0, 4] 
poly 97 || [(2, 0), (1, 0), (0, 0), (1, 1)] || area : -2.000000 ||[2, 1, 0, 5] 
poly 98 || [(2, 0), (1, 0), (0, 0), (2, 1)] || area : -2.000000 ||[2, 1, 0, 6] 
poly 99 || [(2, 0), (1, 0), (0, 0), (3, 1)] || area : -2.000000 ||[2, 1, 0, 7] 
poly 100 || [(2, 0), (1, 0), (0, 0), (0, 2)] || area : -4.000000 ||[2, 1, 0, 8] 
poly 101 || [(2, 0), (1, 0), (0, 0), (1, 2)] || area : -4.000000 ||[2, 1, 0, 9] 
poly 102 || [(2, 0), (1, 0), (0, 0), (2, 2)] || area : -4.000000 ||[2, 1, 0, 10] 
poly 103 || [(2, 0), (1, 0), (0, 0), (3, 2)] || area : -4.000000 ||[2, 1, 0, 11] 
poly 104 || [(2, 0), (1, 0), (0, 0), (0, 3)] || area : -6.000000 ||[2, 1, 0, 12] 
poly 105 || [(2, 0), (1, 0), (0, 0), (1, 3)] || area : -6.000000 ||[2, 1, 0, 13] 
poly 106 || [(2, 0), (1, 0), (0, 0), (2, 3)] || area : -6.000000 ||[2, 1, 0, 14] 
poly 107 || [(2, 0), (1, 0), (0, 0), (3, 3)] || area : -6.000000 ||[2, 1, 0, 15] 
poly 108 || [(3, 0), (1, 0), (0, 0), (0, 1)] || area : -3.000000 ||[3, 1, 0, 4] 
poly 109 || [(3, 0), (1, 0), (0, 0), (1, 1)] || area : -3.000000 ||[3, 1, 0, 5] 
poly 110 || [(3, 0), (1, 0), (0, 0), (2, 1)] || area : -3.000000 ||[3, 1, 0, 6] 
poly 111 || [(3, 0), (1, 0), (0, 0), (3, 1)] || area : -3.000000 ||[3, 1, 0, 7] 
poly 112 || [(3, 0), (1, 0), (0, 0), (0, 2)] || area : -6.000000 ||[3, 1, 0, 8] 
poly 113 || [(3, 0), (1, 0), (0, 0), (1, 2)] || area : -6.000000 ||[3, 1, 0, 9] 
poly 114 || [(3, 0), (1, 0), (0, 0), (2, 2)] || area : -6.000000 ||[3, 1, 0, 10] 
poly 115 || [(3, 0), (1, 0), (0, 0), (3, 2)] || area : -6.000000 ||[3, 1, 0, 11] 
poly 116 || [(3, 0), (1, 0), (0, 0), (0, 3)] || area : -9.000000 ||[3, 1, 0, 12] 
poly 117 || [(3, 0), (1, 0), (0, 0), (1, 3)] || area : -9.000000 ||[3, 1, 0, 13] 
poly 118 || [(3, 0), (1, 0), (0, 0), (2, 3)] || area : -9.000000 ||[3, 1, 0, 14] 
poly 119 || [(3, 0), (1, 0), (0, 0), (3, 3)] || area : -9.000000 ||[3, 1, 0, 15] 
poly 120 || [(1, 0), (0, 0), (0, 1), (1, 1)] || area : -1.500000 ||[1, 0, 4, 5] 
poly 121 || [(1, 0), (0, 0), (0, 1), (2, 1)] || area : -2.000000 ||[1, 0, 4, 6] 
poly 122 || [(1, 0), (0, 0), (0, 1), (3, 1)] || area : -2.500000 ||[1, 0, 4, 7] 
poly 123 || [(1, 0), (0, 0), (0, 1), (0, 2)] || area : -2.000000 ||[1, 0, 4, 8] 
poly 124 || [(1, 0), (0, 0), (0, 1), (1, 2)] || area : -2.500000 ||[1, 0, 4, 9] 
poly 125 || [(1, 0), (0, 0), (0, 1), (2, 2)] || area : -3.000000 ||[1, 0, 4, 10] 
poly 126 || [(1, 0), (0, 0), (0, 1), (3, 2)] || area : -3.500000 ||[1, 0, 4, 11] 
poly 127 || [(1, 0), (0, 0), (0, 1), (0, 3)] || area : -3.000000 ||[1, 0, 4, 12] 
poly 128 || [(1, 0), (0, 0), (0, 1), (1, 3)] || area : -3.500000 ||[1, 0, 4, 13] 
poly 129 || [(1, 0), (0, 0), (0, 1), (2, 3)] || area : -4.000000 ||[1, 0, 4, 14] 
poly 130 || [(1, 0), (0, 0), (0, 1), (3, 3)] || area : -4.500000 ||[1, 0, 4, 15] 
poly 131 || [(1, 0), (0, 0), (1, 1), (2, 1)] || area : -1.500000 ||[1, 0, 5, 6] 
poly 132 || [(1, 0), (0, 0), (1, 1), (3, 1)] || area : -2.000000 ||[1, 0, 5, 7] 
poly 133 || [(1, 0), (0, 0), (0, 2), (1, 1)] || area : -2.000000 ||[1, 0, 8, 5] 
poly 134 || [(1, 0), (0, 0), (1, 2), (1, 1)] || area : -1.500000 ||[1, 0, 9, 5] 
poly 135 || [(1, 0), (0, 0), (1, 1), (2, 2)] || area : -2.000000 ||[1, 0, 5, 10] 
poly 136 || [(1, 0), (0, 0), (1, 1), (3, 2)] || area : -2.500000 ||[1, 0, 5, 11] 
poly 137 || [(1, 0), (0, 0), (0, 3), (1, 1)] || area : -2.500000 ||[1, 0, 12, 5] 
poly 138 || [(1, 0), (0, 0), (1, 3), (1, 1)] || area : -2.000000 ||[1, 0, 13, 5] 
poly 139 || [(1, 0), (0, 0), (2, 3), (1, 1)] || area : -1.500000 ||[1, 0, 14, 5] 
poly 140 || [(1, 0), (0, 0), (1, 1), (3, 3)] || area : -3.000000 ||[1, 0, 5, 15] 
poly 141 || [(1, 0), (0, 0), (2, 1), (3, 1)] || area : -1.500000 ||[1, 0, 6, 7] 
poly 142 || [(1, 0), (0, 0), (0, 2), (2, 1)] || area : -3.000000 ||[1, 0, 8, 6] 
poly 143 || [(1, 0), (0, 0), (1, 2), (2, 1)] || area : -2.500000 ||[1, 0, 9, 6] 
poly 144 || [(1, 0), (0, 0), (2, 2), (2, 1)] || area : -2.000000 ||[1, 0, 10, 6] 
poly 145 || [(1, 0), (0, 0), (3, 2), (2, 1)] || area : -1.500000 ||[1, 0, 11, 6] 
poly 146 || [(1, 0), (0, 0), (0, 3), (2, 1)] || area : -4.000000 ||[1, 0, 12, 6] 
poly 147 || [(1, 0), (0, 0), (1, 3), (2, 1)] || area : -3.500000 ||[1, 0, 13, 6] 
poly 148 || [(1, 0), (0, 0), (2, 3), (2, 1)] || area : -3.000000 ||[1, 0, 14, 6] 
poly 149 || [(1, 0), (0, 0), (3, 3), (2, 1)] || area : -2.500000 ||[1, 0, 15, 6] 
poly 150 || [(1, 0), (0, 0), (0, 2), (3, 1)] || area : -4.000000 ||[1, 0, 8, 7] 
poly 151 || [(1, 0), (0, 0), (1, 2), (3, 1)] || area : -3.500000 ||[1, 0, 9, 7] 
poly 152 || [(1, 0), (0, 0), (2, 2), (3, 1)] || area : -3.000000 ||[1, 0, 10, 7] 
poly 153 || [(1, 0), (0, 0), (3, 2), (3, 1)] || area : -2.500000 ||[1, 0, 11, 7] 
poly 154 || [(1, 0), (0, 0), (0, 3), (3, 1)] || area : -5.500000 ||[1, 0, 12, 7] 
poly 155 || [(1, 0), (0, 0), (1, 3), (3, 1)] || area : -5.000000 ||[1, 0, 13, 7] 
poly 156 || [(1, 0), (0, 0), (2, 3), (3, 1)] || area : -4.500000 ||[1, 0, 14, 7] 
poly 157 || [(1, 0), (0, 0), (3, 3), (3, 1)] || area : -4.000000 ||[1, 0, 15, 7] 
poly 158 || [(1, 0), (0, 0), (0, 2), (1, 2)] || area : -3.000000 ||[1, 0, 8, 9] 
poly 159 || [(1, 0), (0, 0), (0, 2), (2, 2)] || area : -4.000000 ||[1, 0, 8, 10] 
poly 160 || [(1, 0), (0, 0), (0, 2), (3, 2)] || area : -5.000000 ||[1, 0, 8, 11] 
poly 161 || [(1, 0), (0, 0), (0, 2), (0, 3)] || area : -3.000000 ||[1, 0, 8, 12] 
poly 162 || [(1, 0), (0, 0), (0, 2), (1, 3)] || area : -4.000000 ||[1, 0, 8, 13] 
poly 163 || [(1, 0), (0, 0), (0, 2), (2, 3)] || area : -5.000000 ||[1, 0, 8, 14] 
poly 164 || [(1, 0), (0, 0), (0, 2), (3, 3)] || area : -6.000000 ||[1, 0, 8, 15] 
poly 165 || [(1, 0), (0, 0), (1, 2), (2, 2)] || area : -3.000000 ||[1, 0, 9, 10] 
poly 166 || [(1, 0), (0, 0), (1, 2), (3, 2)] || area : -4.000000 ||[1, 0, 9, 11] 
poly 167 || [(1, 0), (0, 0), (0, 3), (1, 2)] || area : -3.500000 ||[1, 0, 12, 9] 
poly 168 || [(1, 0), (0, 0), (1, 3), (1, 2)] || area : -2.500000 ||[1, 0, 13, 9] 
poly 169 || [(1, 0), (0, 0), (1, 2), (2, 3)] || area : -3.500000 ||[1, 0, 9, 14] 
poly 170 || [(1, 0), (0, 0), (1, 2), (3, 3)] || area : -4.500000 ||[1, 0, 9, 15] 
poly 171 || [(1, 0), (0, 0), (2, 2), (3, 2)] || area : -3.000000 ||[1, 0, 10, 11] 
poly 172 || [(1, 0), (0, 0), (0, 3), (2, 2)] || area : -5.000000 ||[1, 0, 12, 10] 
poly 173 || [(1, 0), (0, 0), (1, 3), (2, 2)] || area : -4.000000 ||[1, 0, 13, 10] 
poly 174 || [(1, 0), (0, 0), (2, 3), (2, 2)] || area : -3.000000 ||[1, 0, 14, 10] 
poly 175 || [(1, 0), (0, 0), (2, 2), (3, 3)] || area : -3.000000 ||[1, 0, 10, 15] 
poly 176 || [(1, 0), (0, 0), (0, 3), (3, 2)] || area : -6.500000 ||[1, 0, 12, 11] 
poly 177 || [(1, 0), (0, 0), (1, 3), (3, 2)] || area : -5.500000 ||[1, 0, 13, 11] 
poly 178 || [(1, 0), (0, 0), (2, 3), (3, 2)] || area : -4.500000 ||[1, 0, 14, 11] 
poly 179 || [(1, 0), (0, 0), (3, 3), (3, 2)] || area : -3.500000 ||[1, 0, 15, 11] 
poly 180 || [(1, 0), (0, 0), (0, 3), (1, 3)] || area : -4.500000 ||[1, 0, 12, 13] 
poly 181 || [(1, 0), (0, 0), (0, 3), (2, 3)] || area : -6.000000 ||[1, 0, 12, 14] 
poly 182 || [(1, 0), (0, 0), (0, 3), (3, 3)] || area : -7.500000 ||[1, 0, 12, 15] 
poly 183 || [(1, 0), (0, 0), (1, 3), (2, 3)] || area : -4.500000 ||[1, 0, 13, 14] 
poly 184 || [(1, 0), (0, 0), (1, 3), (3, 3)] || area : -6.000000 ||[1, 0, 13, 15] 
poly 185 || [(1, 0), (0, 0), (2, 3), (3, 3)] || area : -4.500000 ||[1, 0, 14, 15] 
poly 186 || [(3, 0), (2, 0), (0, 0), (0, 1)] || area : -3.000000 ||[3, 2, 0, 4] 
poly 187 || [(3, 0), (2, 0), (0, 0), (1, 1)] || area : -3.000000 ||[3, 2, 0, 5] 
poly 188 || [(3, 0), (2, 0), (0, 0), (2, 1)] || area : -3.000000 ||[3, 2, 0, 6] 
poly 189 || [(3, 0), (2, 0), (0, 0), (3, 1)] || area : -3.000000 ||[3, 2, 0, 7] 
poly 190 || [(3, 0), (2, 0), (0, 0), (0, 2)] || area : -6.000000 ||[3, 2, 0, 8] 
poly 191 || [(3, 0), (2, 0), (0, 0), (1, 2)] || area : -6.000000 ||[3, 2, 0, 9] 
poly 192 || [(3, 0), (2, 0), (0, 0), (2, 2)] || area : -6.000000 ||[3, 2, 0, 10] 
poly 193 || [(3, 0), (2, 0), (0, 0), (3, 2)] || area : -6.000000 ||[3, 2, 0, 11] 
poly 194 || [(3, 0), (2, 0), (0, 0), (0, 3)] || area : -9.000000 ||[3, 2, 0, 12] 
poly 195 || [(3, 0), (2, 0), (0, 0), (1, 3)] || area : -9.000000 ||[3, 2, 0, 13] 
poly 196 || [(3, 0), (2, 0), (0, 0), (2, 3)] || area : -9.000000 ||[3, 2, 0, 14] 
poly 197 || [(3, 0), (2, 0), (0, 0), (3, 3)] || area : -9.000000 ||[3, 2, 0, 15] 
poly 198 || [(2, 0), (0, 0), (0, 1), (1, 1)] || area : -2.500000 ||[2, 0, 4, 5] 
poly 199 || [(2, 0), (0, 0), (0, 1), (2, 1)] || area : -3.000000 ||[2, 0, 4, 6] 
poly 200 || [(2, 0), (0, 0), (0, 1), (3, 1)] || area : -3.500000 ||[2, 0, 4, 7] 
poly 201 || [(2, 0), (0, 0), (0, 1), (0, 2)] || area : -4.000000 ||[2, 0, 4, 8] 
poly 202 || [(2, 0), (0, 0), (0, 1), (1, 2)] || area : -4.500000 ||[2, 0, 4, 9] 
poly 203 || [(2, 0), (0, 0), (0, 1), (2, 2)] || area : -5.000000 ||[2, 0, 4, 10] 
poly 204 || [(2, 0), (0, 0), (0, 1), (3, 2)] || area : -5.500000 ||[2, 0, 4, 11] 
poly 205 || [(2, 0), (0, 0), (0, 1), (0, 3)] || area : -6.000000 ||[2, 0, 4, 12] 
poly 206 || [(2, 0), (0, 0), (0, 1), (1, 3)] || area : -6.500000 ||[2, 0, 4, 13] 
poly 207 || [(2, 0), (0, 0), (0, 1), (2, 3)] || area : -7.000000 ||[2, 0, 4, 14] 
poly 208 || [(2, 0), (0, 0), (0, 1), (3, 3)] || area : -7.500000 ||[2, 0, 4, 15] 
poly 209 || [(2, 0), (0, 0), (1, 1), (2, 1)] || area : -2.500000 ||[2, 0, 5, 6] 
poly 210 || [(2, 0), (0, 0), (1, 1), (3, 1)] || area : -3.000000 ||[2, 0, 5, 7] 
poly 211 || [(2, 0), (0, 0), (0, 2), (1, 1)] || area : -3.000000 ||[2, 0, 8, 5] 
poly 212 || [(2, 0), (0, 0), (1, 1), (1, 2)] || area : -3.500000 ||[2, 0, 5, 9] 
poly 213 || [(2, 0), (0, 0), (1, 1), (2, 2)] || area : -4.000000 ||[2, 0, 5, 10] 
poly 214 || [(2, 0), (0, 0), (1, 1), (3, 2)] || area : -4.500000 ||[2, 0, 5, 11] 
poly 215 || [(2, 0), (0, 0), (0, 3), (1, 1)] || area : -3.500000 ||[2, 0, 12, 5] 
poly 216 || [(2, 0), (0, 0), (1, 3), (1, 1)] || area : -3.000000 ||[2, 0, 13, 5] 
poly 217 || [(2, 0), (0, 0), (1, 1), (2, 3)] || area : -5.500000 ||[2, 0, 5, 14] 
poly 218 || [(2, 0), (0, 0), (1, 1), (3, 3)] || area : -6.000000 ||[2, 0, 5, 15] 
poly 219 || [(2, 0), (0, 0), (2, 1), (3, 1)] || area : -2.500000 ||[2, 0, 6, 7] 
poly 220 || [(2, 0), (0, 0), (0, 2), (2, 1)] || area : -4.000000 ||[2, 0, 8, 6] 
poly 221 || [(2, 0), (0, 0), (1, 2), (2, 1)] || area : -3.500000 ||[2, 0, 9, 6] 
poly 222 || [(2, 0), (0, 0), (2, 2), (2, 1)] || area : -3.000000 ||[2, 0, 10, 6] 
poly 223 || [(2, 0), (0, 0), (2, 1), (3, 2)] || area : -3.500000 ||[2, 0, 6, 11] 
poly 224 || [(2, 0), (0, 0), (0, 3), (2, 1)] || area : -5.000000 ||[2, 0, 12, 6] 
poly 225 || [(2, 0), (0, 0), (1, 3), (2, 1)] || area : -4.500000 ||[2, 0, 13, 6] 
poly 226 || [(2, 0), (0, 0), (2, 3), (2, 1)] || area : -4.000000 ||[2, 0, 14, 6] 
poly 227 || [(2, 0), (0, 0), (3, 3), (2, 1)] || area : -3.500000 ||[2, 0, 15, 6] 
poly 228 || [(2, 0), (0, 0), (0, 2), (3, 1)] || area : -5.000000 ||[2, 0, 8, 7] 
poly 229 || [(2, 0), (0, 0), (1, 2), (3, 1)] || area : -4.500000 ||[2, 0, 9, 7] 
poly 230 || [(2, 0), (0, 0), (2, 2), (3, 1)] || area : -4.000000 ||[2, 0, 10, 7] 
poly 231 || [(2, 0), (0, 0), (3, 2), (3, 1)] || area : -3.500000 ||[2, 0, 11, 7] 
poly 232 || [(2, 0), (0, 0), (0, 3), (3, 1)] || area : -6.500000 ||[2, 0, 12, 7] 
poly 233 || [(2, 0), (0, 0), (1, 3), (3, 1)] || area : -6.000000 ||[2, 0, 13, 7] 
poly 234 || [(2, 0), (0, 0), (2, 3), (3, 1)] || area : -5.500000 ||[2, 0, 14, 7] 
poly 235 || [(2, 0), (0, 0), (3, 3), (3, 1)] || area : -5.000000 ||[2, 0, 15, 7] 
poly 236 || [(2, 0), (0, 0), (0, 2), (1, 2)] || area : -5.000000 ||[2, 0, 8, 9] 
poly 237 || [(2, 0), (0, 0), (0, 2), (2, 2)] || area : -6.000000 ||[2, 0, 8, 10] 
poly 238 || [(2, 0), (0, 0), (0, 2), (3, 2)] || area : -7.000000 ||[2, 0, 8, 11] 
poly 239 || [(2, 0), (0, 0), (0, 2), (0, 3)] || area : -6.000000 ||[2, 0, 8, 12] 
poly 240 || [(2, 0), (0, 0), (0, 2), (1, 3)] || area : -7.000000 ||[2, 0, 8, 13] 
poly 241 || [(2, 0), (0, 0), (0, 2), (2, 3)] || area : -8.000000 ||[2, 0, 8, 14] 
poly 242 || [(2, 0), (0, 0), (0, 2), (3, 3)] || area : -9.000000 ||[2, 0, 8, 15] 
poly 243 || [(2, 0), (0, 0), (1, 2), (1, 1)] || area : -2.500000 ||[2, 0, 9, 5] 
poly 244 || [(2, 0), (0, 0), (1, 2), (2, 2)] || area : -5.000000 ||[2, 0, 9, 10] 
poly 245 || [(2, 0), (0, 0), (1, 2), (3, 2)] || area : -6.000000 ||[2, 0, 9, 11] 
poly 246 || [(2, 0), (0, 0), (0, 3), (1, 2)] || area : -5.500000 ||[2, 0, 12, 9] 
poly 247 || [(2, 0), (0, 0), (1, 2), (1, 3)] || area : -5.500000 ||[2, 0, 9, 13] 
poly 248 || [(2, 0), (0, 0), (1, 2), (2, 3)] || area : -6.500000 ||[2, 0, 9, 14] 
poly 249 || [(2, 0), (0, 0), (1, 2), (3, 3)] || area : -7.500000 ||[2, 0, 9, 15] 
poly 250 || [(2, 0), (0, 0), (2, 2), (3, 2)] || area : -5.000000 ||[2, 0, 10, 11] 
poly 251 || [(2, 0), (0, 0), (0, 3), (2, 2)] || area : -7.000000 ||[2, 0, 12, 10] 
poly 252 || [(2, 0), (0, 0), (1, 3), (2, 2)] || area : -6.000000 ||[2, 0, 13, 10] 
poly 253 || [(2, 0), (0, 0), (2, 3), (2, 2)] || area : -5.000000 ||[2, 0, 14, 10] 
poly 254 || [(2, 0), (0, 0), (2, 2), (3, 3)] || area : -6.000000 ||[2, 0, 10, 15] 
poly 255 || [(2, 0), (0, 0), (3, 2), (2, 1)] || area : -2.500000 ||[2, 0, 11, 6] 
poly 256 || [(2, 0), (0, 0), (0, 3), (3, 2)] || area : -8.500000 ||[2, 0, 12, 11] 
poly 257 || [(2, 0), (0, 0), (1, 3), (3, 2)] || area : -7.500000 ||[2, 0, 13, 11] 
poly 258 || [(2, 0), (0, 0), (2, 3), (3, 2)] || area : -6.500000 ||[2, 0, 14, 11] 
poly 259 || [(2, 0), (0, 0), (3, 3), (3, 2)] || area : -5.500000 ||[2, 0, 15, 11] 
